PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
10.0	8.900264769	0.35002572414998	0.0
20.0	8.900264769	3.532843863309696	0.0
30.0	20.625730017	4.091116336201972	3.7320023481421276
40.0	20.625730017	4.474201087026397	3.7320023481421276
50.0	40.760402721	4.4729926231708514	4.5033309557164465
60.0	40.760402721	4.440157498836431	4.5033309557164465
70.0	40.760402721	4.40732237450201	4.5033309557164465
80.0	73.183571937	4.398041534747704	4.396869076464113
90.0	73.183571937	4.399761582656601	4.396869076464113
100.0	73.183571937	4.401481630565499	4.396869076464113
110.0	73.183571937	4.403201678474396	4.396869076464113
120.0	73.183571937	4.404921726383293	4.396869076464113
PBVICollection	DownToTopBackup
10.0	0.0	0.1514193678787146	0.0
20.0	0.0	0.3028387357574292	0.0
30.0	0.0	0.4542581036361438	0.0
40.0	0.0	0.6056774715148584	0.0
50.0	0.0	0.757096839393573	0.0
60.0	0.0	0.9085162072722875	0.0
70.0	0.0	1.0599355751510022	0.0
80.0	0.0	1.2113549430297168	0.0
90.0	0.0	1.3627743109084314	0.0
100.0	0.0	1.514193678787146	0.0
110.0	0.0	1.6656130466658605	0.0
PBVICollection	DownToTopBackup
10.0	4.843552183	1.7887696657094843	0.0
20.0	17.406444743	2.739749061722044	2.5344981639063713
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
10.0	8.032149057	0.8861163346467	0.0
PBVICollection	DownToTopBackup
10.0	0.0	1.0357088923435618	0.0
PBVICollection	DownToTopBackup
10.0	5.529048943	0.05749906103617278	0.0
20.0	5.529048943	0.18610494444468945	0.0
30.0	5.529048943	0.31471082785320614	0.0
40.0	5.529048943	0.4433167112617228	0.0
50.0	5.529048943	0.5719225946702394	0.0
60.0	5.529048943	0.7005284780787562	0.0
70.0	5.529048943	0.8291343614872728	0.0
80.0	5.529048943	0.9577402448957895	0.0
90.0	5.529048943	1.086346128304306	0.0
100.0	5.529048943	1.2149520117128227	0.0
110.0	5.529048943	1.3435578951213396	0.0
120.0	5.529048943	1.4721637785298562	0.0
130.0	5.529048943	1.600769661938373	0.0
140.0	5.529048943	1.7293755453468895	0.0
150.0	5.529048943	1.8579814287554062	0.0
PBVICollection	DownToTopBackup
PBVICollection	DownToTopBackup
10.0	8.426087324	0.6834298998742376	0.0
PBVICollection	DownToTopBackup
10.0	9.609287911	0.12252402384938499	0.0
20.0	9.609287911	3.258439888725137	0.0
30.0	21.578986435	4.018534726336353	3.753596749919148
40.0	21.578986435	4.333150032881349	3.753596749919148
